cbg,week_number,device_count_week,completely_home_device_count_per_week,median_home_dwell_time_per_week,median_non_home_dwell_time_per_week
181570101004,37,1920,374,10486,3040
181570101004,26,2068,468,11018,2134
181570101004,27,2136,468,10740,2088
181570101004,28,2222,544,9650,1856
181570101004,19,1035,332,6199,399
181570101004,20,1095,324,5463,509
181570101004,21,1076,247,5448,794
181570101004,14,1033,442,7256,123
181570101004,15,833,338,7338,214
181570101004,29,2238,496,9872,2004
181570101004,30,1888,448,8736,2110
181570101004,38,1940,440,10872,2928
181570101004,39,2038,416,10688,3154
181570101004,22,2256,506,10254,1696
181570101004,23,2274,580,10680,1702
181570101004,16,966,366,7065,233
181570101004,17,969,322,6451,265
181570101004,18,1000,356,6874,303
181570101004,31,2134,448,10802,2364
181570101004,32,2058,444,10336,2644
181570101004,33,1976,402,10800,2570
181570101004,24,2178,466,10306,2372
181570101004,25,2326,548,10382,2168
181570101004,40,2086,400,9730,2902
181570101004,41,1986,372,10158,3394
181570101004,42,2038,422,10178,2816
181570101004,34,1916,388,10686,3252
181570101004,43,1920,390,10964,3218
181570101005,11,358,101,5694,891
181570101005,12,385,155,6849,291
181570101005,13,402,155,6902,258
181570101005,35,830,172,11238,1952
181570101005,36,846,184,11680,2178
181570101005,37,850,160,11238,2646
181570101005,26,690,186,12012,1676
181570101005,27,788,226,12160,1876
181570101005,28,740,182,11860,1732
181570101005,19,391,135,5922,434
181570101005,20,413,120,5910,766
181570101005,21,388,126,5765,440
181570101005,14,411,148,6626,306
181570101005,15,356,160,7437,283
181570101005,29,740,224,12592,1626
181570101005,30,616,214,11340,824
181570101005,38,790,170,11672,1788
181570101005,39,790,178,11968,2024
181570101005,22,808,216,11776,1452
181570101005,23,744,234,12270,1174
181570101005,16,417,151,6933,295
181570101005,17,382,137,6994,267
181570101005,18,368,131,6969,263
181570101005,31,720,204,12448,1544
181570101005,32,740,222,12332,1584
181570101005,33,786,206,12270,1782
181570101005,24,686,202,12306,1780
181570101005,25,746,210,11954,1910
181570101005,40,830,168,10508,2796
181570101005,41,860,206,11246,2128
181570101005,42,806,196,12334,1668
181570101005,34,694,200,12084,1472
181570101005,43,812,168,11984,2406
181570101006,11,420,124,5463,806
181570101006,12,424,134,6546,580
181570101006,13,435,155,6420,562
181570101006,35,854,188,9874,3386
181570101006,36,872,174,10038,2292
181570101006,37,814,182,10060,2516
181570101006,26,776,184,10514,1684
181570101006,27,756,172,9660,2006
181570101006,28,820,216,8732,1900
181570101006,19,446,124,5657,576
181570101006,20,449,106,5292,1045
181570101006,21,438,105,5583,1138
181570101006,14,439,162,6437,262
181570101006,15,408,127,6577,600
181570101006,29,842,188,9974,2846
181570101006,30,716,216,9344,1410
181570101006,38,844,140,10472,2896
181570101006,39,820,154,9500,3510
181570101006,22,942,232,9660,1842
181570101006,23,968,244,10906,1426
181570101006,16,422,150,6479,604
181570101006,17,440,130,5584,570
181570101006,18,448,128,5768,647
181570101006,31,872,210,10786,1756
181570101006,32,784,178,11558,2082
181570101006,33,792,168,11694,2364
181570101006,24,840,240,10076,2130
181570101006,25,842,174,10374,2376
181570101006,40,878,162,8928,3932
181570101006,41,876,182,8812,3162
181570101006,42,856,170,9026,2996
181570101006,34,848,190,10844,3210
181570101006,43,906,196,9910,3036
181570102031,11,1337,288,77,1125
181570102031,12,1270,310,152,1069
181570102031,13,968,329,4835,301
181570102031,35,1322,316,11212,1686
181570102031,36,1294,342,11956,1794
181570102031,37,1198,284,11980,2098
181570102031,26,1276,336,10982,1964
181570102031,27,1364,368,11560,1360
181570102031,28,1340,404,11690,1432
181570102031,19,745,261,5967,317
181570102031,20,781,232,5512,590
181570102031,21,722,210,6222,576
181570102031,14,811,351,6869,121
181570102031,15,683,272,7281,169
181570102031,29,1396,388,12410,1380
181570102031,30,1224,362,11208,1054
181570102031,38,1218,306,10584,2288
181570102031,39,1316,290,10900,2370
181570102031,22,1476,362,10178,1774
181570102031,23,1576,392,10738,1640
181570102031,16,730,270,6187,200
181570102031,17,728,248,5986,309
181570102031,18,719,238,5949,405
181570102031,31,1394,340,10044,1968
181570102031,32,1364,386,11622,1626
181570102031,33,1360,340,11806,1966
181570102031,24,1410,342,9914,2550
181570102031,25,1396,288,9010,2498
181570102031,40,1318,280,11496,2244
181570102031,41,1402,332,11834,2058
181570102031,42,1394,348,12584,1912
181570102031,34,1230,350,11702,1900
181570102031,43,1424,338,12578,2138
181570102032,11,1430,414,2626,837
181570102032,12,1419,539,4128,286
181570102032,13,1460,614,5379,135
181570102032,35,2298,602,9500,1952
181570102032,36,2424,710,9698,1486
181570102032,37,2454,706,9378,1664
181570102032,26,2614,866,8340,1350
181570102032,27,2792,950,8046,954
181570102032,28,2856,996,8316,864
181570102032,19,1404,602,4967,137
181570102032,20,1446,601,4818,218
181570102032,21,1430,490,4246,385
181570102032,14,1503,706,5745,57
181570102032,15,1366,624,6072,64
181570102032,29,2860,958,7372,1226
181570102032,30,2400,706,5368,1864
181570102032,38,2490,702,9838,1662
181570102032,39,2644,686,9956,1724
181570102032,22,2742,952,8884,794
181570102032,23,2746,968,9396,690
181570102032,16,1427,630,5676,104
181570102032,17,1396,617,5406,100
181570102032,18,1350,564,5192,106
181570102032,31,2664,658,5818,2582
181570102032,32,2586,606,6348,2352
181570102032,33,2540,682,6226,2436
181570102032,24,2586,888,8874,986
181570102032,25,2802,932,9790,1126
181570102032,40,2886,798,9996,1536
181570102032,41,2770,796,10386,1626
181570102032,42,2850,846,9680,1494
181570102032,34,2426,570,7444,2636
181570102032,43,2692,796,9984,1518
181570102033,11,1447,492,5845,537
181570102033,12,1422,606,8197,102
181570102033,13,1538,653,7858,106
181570102033,35,3466,630,10428,2878
181570102033,36,3516,756,11042,2322
181570102033,37,3458,734,10272,2878
181570102033,26,2974,684,10534,2186
181570102033,27,3120,768,11360,1616
181570102033,28,3050,664,11590,1906
181570102033,19,1576,576,6404,280
181570102033,20,1642,516,5854,426
181570102033,21,1628,450,5582,562
181570102033,14,1571,665,7683,124
181570102033,15,1411,645,8525,68
181570102033,29,3028,674,11178,1754
181570102033,30,2634,566,9538,1666
181570102033,38,3460,732,10470,2648
181570102033,39,3476,738,11336,2666
181570102033,22,3168,744,10868,1598
181570102033,23,3142,790,11934,1546
181570102033,16,1547,602,7465,177
181570102033,17,1543,592,6995,221
181570102033,18,1573,581,6760,247
181570102033,31,3046,622,12180,1776
181570102033,32,3154,656,11600,1904
181570102033,33,3162,616,11332,2360
181570102033,24,2962,786,11742,1876
181570102033,25,3144,676,11558,1764
181570102033,40,3526,718,10984,2756
181570102033,41,3494,728,10804,2756
181570102033,42,3586,830,11012,2400
181570102033,34,3092,606,11458,2526
181570102033,43,3562,796,10752,2548
181570111001,11,289,99,2370,352
181570111001,12,297,145,3588,26
181570111001,13,327,159,4271,35
181570111001,35,780,212,7680,1064
181570111001,36,822,218,8558,1398
181570111001,37,758,186,9132,1646
181570111001,26,624,180,5576,1300
181570111001,27,736,210,5558,922
181570111001,28,778,244,6142,732
181570111001,19,289,113,4249,93
181570111001,20,304,119,4137,171
181570111001,21,322,137,4626,179
181570111001,14,320,151,4214,58
181570111001,15,265,131,5496,28
181570111001,29,770,218,6132,1300
181570111001,30,642,188,5992,772
181570111001,38,786,218,8760,1852
181570111001,39,776,250,9956,1224
181570111001,22,640,244,8960,268
181570111001,23,680,202,7010,436
181570111001,16,306,143,5660,33
181570111001,17,307,118,4506,108
181570111001,18,281,99,5074,112
181570111001,31,772,264,7988,618
181570111001,32,820,226,7550,1296
181570111001,33,750,202,8068,1508
181570111001,24,644,210,5636,828
181570111001,25,740,220,5846,826
181570111001,40,826,234,8688,1752
181570111001,41,812,230,7650,1196
181570111001,42,836,194,6266,1686
181570111001,34,778,228,9736,1030
181570111001,43,784,152,7316,1928
181570102041,11,1514,540,5638,455
181570102041,12,1483,663,6910,136
181570102041,13,1657,797,7108,39
181570102041,35,3324,784,10296,2084
181570102041,36,3466,812,10170,2332
181570102041,37,3306,798,10316,2348
181570102041,26,3140,750,10044,1846
181570102041,27,3302,906,9024,1792
181570102041,28,3340,864,9870,2056
181570102041,19,1782,670,5728,320
181570102041,20,1819,560,5185,476
181570102041,21,1802,553,5458,593
181570102041,14,1701,797,7123,66
181570102041,15,1497,684,7504,67
181570102041,29,3414,968,10244,1512
181570102041,30,2852,746,8266,1612
181570102041,38,3248,782,10748,2194
181570102041,39,3370,840,10840,2328
181570102041,22,3724,1082,10412,1318
181570102041,23,3592,1048,10976,1282
181570102041,16,1614,668,6719,124
181570102041,17,1660,637,6366,213
181570102041,18,1725,660,6064,240
181570102041,31,3308,858,9692,1696
181570102041,32,3342,808,10668,1714
181570102041,33,3260,768,10910,2068
181570102041,24,3232,886,11442,1602
181570102041,25,3330,912,10490,1688
181570102041,40,3782,992,11066,2118
181570102041,41,3842,940,10508,2328
181570102041,42,3758,998,10600,1980
181570102041,34,3168,758,10320,2380
181570102041,43,3652,902,10744,2076
181570111002,11,2230,263,0,1467
181570111002,12,2456,297,0,1492
181570111002,13,1407,338,993,628
181570111002,35,1586,444,4330,1242
181570111002,36,1650,602,7206,678
181570111002,37,1622,576,6946,548
181570111002,26,1646,594,4004,440
181570111002,27,1754,662,4254,620
181570111002,28,1742,738,5992,268
181570111002,19,839,333,1862,162
181570111002,20,887,336,2046,215
181570111002,21,881,320,1882,323
181570111002,14,858,363,2387,119
181570111002,15,775,317,2299,192
181570111002,29,1796,616,4208,944
181570111002,30,1506,398,3008,954
181570111002,38,1678,586,5130,786
181570111002,39,1810,544,2316,996
181570111002,22,1904,630,2894,810
181570111002,23,1808,680,5254,458
181570111002,16,851,346,2254,148
181570111002,17,852,347,1854,126
181570111002,18,812,380,2081,41
181570111002,31,1670,460,4826,1182
181570111002,32,1694,494,4272,1284
181570111002,33,1584,442,4546,1294
181570111002,24,1570,632,5688,424
181570111002,25,1746,680,6866,304
181570111002,40,2094,668,1998,778
181570111002,41,1978,586,1388,1132
181570111002,42,1810,550,1700,988
181570111002,34,1496,474,5716,1442
181570111002,43,1768,504,1324,1300
181570102042,11,1237,411,4361,489
181570102042,12,1274,503,6171,299
181570102042,13,1336,573,5928,132
181570102042,35,2366,520,9364,2444
181570102042,36,2430,656,10448,2082
181570102042,37,2378,674,9616,2196
181570102042,26,2288,632,10624,1460
181570102042,27,2492,806,10994,1130
181570102042,28,2468,736,9656,1672
181570102042,19,1272,549,6526,92
181570102042,20,1260,506,5581,209
181570102042,21,1246,462,5947,245
181570102042,14,1348,613,6636,80
181570102042,15,1172,535,6663,72
181570102042,29,2406,690,9834,1494
181570102042,30,2098,542,8018,1638
181570102042,38,2334,636,9082,1930
181570102042,39,2434,688,10592,1770
181570102042,22,2512,886,11700,650
181570102042,23,2508,838,10784,730
181570102042,16,1214,524,6298,99
181570102042,17,1260,567,6435,84
181570102042,18,1237,583,6837,55
181570102042,31,2486,590,8490,2582
181570102042,32,2384,496,7874,3214
181570102042,33,2404,520,7530,3980
181570102042,24,2336,816,11780,896
181570102042,25,2400,762,11934,858
181570102042,40,2648,718,10160,1552
181570102042,41,2694,742,10280,1780
181570102042,42,2710,766,10496,1504
181570102042,34,2394,510,8756,3112
181570102042,43,2600,694,9776,1850
181570111003,11,361,119,4917,508
181570111003,12,345,139,7110,178
181570111003,13,403,150,6477,131
181570111003,35,758,262,8962,1632
181570111003,36,832,308,10284,998
181570111003,37,808,276,9166,1314
181570111003,26,834,258,7508,1366
181570111003,27,852,228,7760,1590
181570111003,28,886,224,7208,1446
181570111003,19,390,129,5493,384
181570111003,20,416,139,4550,479
181570111003,21,372,112,4210,459
181570111003,14,435,174,6343,135
181570111003,15,339,99,5614,645
181570111003,29,808,204,7390,2410
181570111003,30,692,196,5474,1178
181570111003,38,796,262,7408,1856
181570111003,39,844,250,9132,2020
181570111003,22,840,222,6602,1156
181570111003,23,848,234,8360,1192
181570111003,16,378,101,5151,341
181570111003,17,363,103,5339,276
181570111003,18,346,115,6237,253
181570111003,31,778,214,5966,2060
181570111003,32,700,220,9020,1880
181570111003,33,724,226,7650,1270
181570111003,24,826,258,8742,1006
181570111003,25,874,280,7616,1234
181570111003,40,986,342,9550,726
181570111003,41,960,300,7372,1130
181570111003,42,962,364,8656,608
181570111003,34,772,236,8744,1812
181570111003,43,998,274,8564,1296
181570102043,11,1864,373,129,2650
181570102043,12,1827,511,672,1610
181570102043,13,1872,651,1766,787
181570102043,35,2800,856,8336,1500
181570102043,36,3038,1018,9826,1074
181570102043,37,2898,990,9392,848
181570102043,26,2268,808,7060,1004
181570102043,27,2372,888,7466,646
181570102043,28,2454,948,7296,684
181570102043,19,1364,518,3754,353
181570102043,20,1517,575,3207,475
181570102043,21,1465,537,2827,381
181570102043,14,1947,693,2198,698
181570102043,15,1767,622,2526,763
181570102043,29,2510,860,4724,1330
181570102043,30,2232,718,3846,1330
181570102043,38,2796,918,8938,1216
181570102043,39,3126,888,9486,1630
181570102043,22,2852,954,3688,1102
181570102043,23,2720,934,5534,1064
181570102043,16,1859,675,2635,546
181570102043,17,1657,634,3811,414
181570102043,18,1391,603,5096,155
181570102043,31,2400,594,1224,2312
181570102043,32,2368,596,1146,3252
181570102043,33,2396,610,1886,2568
181570102043,24,2434,854,5788,1122
181570102043,25,2500,878,5934,1214
181570102043,40,3844,1080,9116,1714
181570102043,41,3754,1036,9198,1674
181570102043,42,3570,1086,10602,1288
181570102043,34,2346,612,2618,2842
181570102043,43,3592,1094,10554,1408
181570102044,11,1830,789,114,162
181570102044,12,1757,816,411,102
181570102044,13,3174,1486,296,57
181570102044,35,11648,4306,306,568
181570102044,36,13788,6202,1156,186
181570102044,37,12416,5832,1260,112
181570102044,26,5116,2466,914,68
181570102044,27,6008,3202,1836,0
181570102044,28,5076,2726,944,0
181570102044,19,1906,868,144,57
181570102044,20,2106,1064,289,16
181570102044,21,2561,1196,209,66
181570102044,14,2417,991,51,100
181570102044,15,2039,744,3,168
181570102044,29,6928,4346,2418,0
181570102044,30,9834,6846,3430,0
181570102044,38,5896,502,0,1604
181570102044,39,11984,6958,3094,224
181570102044,22,5410,2604,608,62
181570102044,23,5626,2686,470,60
181570102044,16,1918,691,0,174
181570102044,17,1942,796,316,153
181570102044,18,2117,1218,435,0
181570102044,31,11634,8272,2352,0
181570102044,32,12838,8790,2176,0
181570102044,33,10404,6666,2880,0
181570102044,24,4454,1790,112,308
181570102044,25,4768,2088,710,192
181570102044,40,14976,7652,2022,48
181570102044,41,13466,6354,1490,120
181570102044,42,11616,4950,946,258
181570102044,34,7844,4714,2624,26
181570102044,43,10456,4584,1314,372
181570004001,11,477,155,2395,374
181570004001,12,446,144,2999,290
181570004001,13,541,241,3865,98
181570004001,35,1154,312,7846,1768
181570004001,36,1200,362,9180,1446
181570004001,37,1192,354,8746,1408
181570004001,26,1074,386,8586,780
181570004001,27,1106,386,9190,588
181570004001,28,1094,438,8308,874
181570004001,19,554,200,3076,333
181570004001,20,610,196,2659,476
181570004001,21,621,198,2932,568
181570004001,14,512,213,4439,115
181570004001,15,453,175,4796,194
181570004001,29,1116,368,6770,1164
181570004001,30,1006,292,7398,1242
181570004001,38,1140,308,7550,2076
181570004001,39,1174,286,7948,2256
181570004001,22,1182,354,6164,1052
181570004001,23,1200,380,6954,968
181570004001,16,489,176,4167,237
181570004001,17,552,224,4590,159
181570004001,18,581,215,4048,195
181570004001,31,1126,288,6088,1836
181570004001,32,1050,260,5868,1890
181570004001,33,1014,258,6086,1520
181570004001,24,1116,392,9122,652
181570004001,25,1144,402,9146,752
181570004001,40,1302,336,8914,2290
181570004001,41,1260,310,8344,2452
181570004001,42,1224,306,8972,2040
181570004001,34,994,254,7494,1972
181570004001,43,1176,316,8328,1574
181570004002,11,364,114,2255,621
181570004002,12,407,133,1134,624
181570004002,13,504,171,1335,332
181570004002,35,1842,238,0,2938
181570004002,36,1750,274,0,2832
181570004002,37,1636,258,0,2796
181570004002,26,1588,474,2352,992
181570004002,27,1608,338,666,1922
181570004002,28,1450,372,3614,1046
181570004002,19,478,126,2944,516
181570004002,20,584,164,2372,433
181570004002,21,608,166,1353,508
181570004002,14,461,137,2843,521
181570004002,15,422,148,3900,423
181570004002,29,1750,532,1418,1306
181570004002,30,1566,372,522,1762
181570004002,38,1226,212,1440,2464
181570004002,39,1260,196,1524,2754
181570004002,22,1438,494,3882,760
181570004002,23,1370,356,3162,1522
181570004002,16,412,117,2776,602
181570004002,17,439,108,2472,682
181570004002,18,534,178,2692,419
181570004002,31,1716,600,2902,862
181570004002,32,2238,1014,3440,180
181570004002,33,1902,452,508,1936
181570004002,24,1152,270,3682,1528
181570004002,25,1362,348,3906,1354
181570004002,40,1080,248,3814,2110
181570004002,41,952,198,4800,2252
181570004002,42,912,150,3370,2472
181570004002,34,1528,244,434,3026
181570004002,43,864,214,5824,2500
181570004003,11,350,101,2913,640
181570004003,12,338,141,5439,49
181570004003,13,371,154,4294,167
181570004003,35,626,172,7228,896
181570004003,36,632,182,6144,946
181570004003,37,622,170,7234,1158
181570004003,26,650,198,7288,1078
181570004003,27,694,256,5872,398
181570004003,28,652,202,7040,1172
181570004003,19,389,128,4461,523
181570004003,20,423,117,3366,742
181570004003,21,406,123,3809,520
181570004003,14,338,137,4644,299
181570004003,15,314,116,5786,194
181570004003,29,682,274,6128,618
181570004003,30,536,152,5240,966
181570004003,38,630,192,7302,1406
181570004003,39,616,196,8910,1070
181570004003,22,776,228,7302,1200
181570004003,23,704,218,7930,1286
181570004003,16,346,126,4013,211
181570004003,17,371,142,4698,294
181570004003,18,358,129,4046,311
181570004003,31,582,148,5396,1616
181570004003,32,628,174,5568,1348
181570004003,33,624,190,4228,764
181570004003,24,660,186,6810,2126
181570004003,25,690,186,6906,1374
181570004003,40,638,174,7930,1838
181570004003,41,646,226,8226,900
181570004003,42,682,188,8676,1080
181570004003,34,564,186,5558,740
181570004003,43,692,188,9726,1496
181570015011,11,786,278,3871,482
181570015011,12,751,284,4595,398
181570015011,13,918,363,4644,219
181570015011,35,2086,642,8532,1116
181570015011,36,2176,602,7776,1468
181570015011,37,2002,570,7172,1490
181570015011,26,1952,624,7856,1474
181570015011,27,1992,628,7052,976
181570015011,28,1942,630,8618,1038
181570015011,19,887,319,4903,244
181570015011,20,976,337,3635,315
181570015011,21,1003,306,3620,509
181570015011,14,923,394,4988,117
181570015011,15,748,325,5764,97
181570015011,29,1956,598,8758,1084
181570015011,30,1760,604,7572,766
181570015011,38,1870,556,8316,1350
181570015011,39,1864,516,8524,1474
181570015011,22,1960,526,6732,1612
181570015011,23,1972,588,7756,1206
181570015011,16,818,307,5333,199
181570015011,17,839,331,4669,180
181570015011,18,882,341,5040,251
181570015011,31,2054,632,8888,900
181570015011,32,2014,688,9430,710
181570015011,33,2056,662,9072,1092
181570015011,24,1816,614,8752,820
181570015011,25,2034,668,8424,1058
181570015011,40,2006,566,9078,1566
181570015011,41,2012,580,9042,1364
181570015011,42,2034,624,8304,1160
181570015011,34,2070,672,9342,946
181570015011,43,2126,630,7998,1458
181570015012,11,1139,384,5340,548
181570015012,12,1158,504,6979,144
181570015012,13,1244,569,7888,64
181570015012,35,2390,558,9840,2586
181570015012,36,2530,580,9868,2558
181570015012,37,2512,600,9164,2410
181570015012,26,2320,526,10914,1666
181570015012,27,2448,570,10076,2056
181570015012,28,2476,642,10028,1558
181570015012,19,1278,438,5750,361
181570015012,20,1301,415,5283,600
181570015012,21,1291,363,5303,675
181570015012,14,1256,548,7349,95
181570015012,15,1136,493,7327,112
181570015012,29,2316,546,10640,1882
181570015012,30,2056,524,9738,1508
181570015012,38,2538,646,9508,2366
181570015012,39,2674,664,9770,2302
181570015012,22,2554,666,9918,1546
181570015012,23,2570,672,10404,1544
181570015012,16,1180,460,6931,196
181570015012,17,1203,433,6027,272
181570015012,18,1244,456,6062,303
181570015012,31,2396,514,10796,1908
181570015012,32,2282,506,11004,1998
181570015012,33,2326,536,10572,2708
181570015012,24,2406,598,10532,1750
181570015012,25,2546,636,10646,1786
181570015012,40,2888,684,9140,2228
181570015012,41,2942,810,9712,1838
181570015012,42,2986,838,8604,1748
181570015012,34,2332,604,9784,2608
181570015012,43,2950,820,9304,1782
181570015021,11,697,236,4034,314
181570015021,12,743,298,5912,125
181570015021,13,811,356,5610,94
181570015021,35,1528,374,9032,1624
181570015021,36,1586,408,9186,1710
181570015021,37,1490,364,8248,1802
181570015021,26,1556,434,10076,1318
181570015021,27,1624,468,10454,988
181570015021,28,1634,476,9632,1134
181570015021,19,811,310,4953,182
181570015021,20,848,274,4598,321
181570015021,21,804,261,4510,422
181570015021,14,797,342,5028,125
181570015021,15,660,279,6329,78
181570015021,29,1562,452,9362,982
181570015021,30,1440,398,9254,916
181570015021,38,1586,388,8672,2128
181570015021,39,1672,390,8180,2114
181570015021,22,1744,516,8134,1050
181570015021,23,1784,538,7782,1052
181570015021,16,762,327,5890,73
181570015021,17,743,302,5597,136
181570015021,18,759,303,5748,141
181570015021,31,1612,396,9322,1388
181570015021,32,1570,454,10010,980
181570015021,33,1542,412,9316,1270
181570015021,24,1614,514,9194,896
181570015021,25,1688,484,9020,1132
181570015021,40,1770,432,7680,2302
181570015021,41,1754,402,6700,2464
181570015021,42,1736,506,8266,1320
181570015021,34,1478,380,8408,1778
181570015021,43,1758,468,7852,2180
181570015022,11,1043,360,5130,568
181570015022,12,1021,405,6540,215
181570015022,13,1107,495,6444,133
181570015022,35,2160,568,9314,2052
181570015022,36,2250,656,9542,1480
181570015022,37,2206,594,8024,1850
181570015022,26,1982,588,9582,1226
181570015022,27,2006,570,10002,1650
181570015022,28,2056,574,10152,1380
181570015022,19,1068,392,5457,371
181570015022,20,1117,336,5156,495
181570015022,21,1141,321,5022,729
181570015022,14,1147,496,6352,99
181570015022,15,1002,422,6549,113
181570015022,29,2138,614,9554,1518
181570015022,30,1846,482,8006,1600
181570015022,38,2222,590,9182,1676
181570015022,39,2320,558,9338,1504
181570015022,22,2098,574,10120,1324
181570015022,23,2172,602,9458,1626
181570015022,16,1058,382,6355,189
181570015022,17,1066,398,6000,188
181570015022,18,1073,423,5518,230
181570015022,31,2118,548,9194,2008
181570015022,32,2018,518,8452,1986
181570015022,33,2012,498,9168,2074
181570015022,24,2020,586,9772,1560
181570015022,25,2136,604,10400,1664
181570015022,40,2640,692,7622,1664
181570015022,41,2758,848,6256,1090
181570015022,42,2718,818,7224,1186
181570015022,34,2078,516,9080,2430
181570015022,43,2620,678,5616,1688
181570015023,11,676,202,4110,756
181570015023,12,605,190,4996,501
181570015023,13,715,258,4799,255
181570015023,35,1498,336,6106,1834
181570015023,36,1486,376,8762,1882
181570015023,37,1540,348,6730,2066
181570015023,26,1422,370,7438,1446
181570015023,27,1544,398,9448,1338
181570015023,28,1548,370,9356,1358
181570015023,19,753,261,4498,247
181570015023,20,822,239,3601,538
181570015023,21,850,236,4086,481
181570015023,14,725,270,4887,240
181570015023,15,608,182,5617,549
181570015023,29,1506,374,9094,1960
181570015023,30,1402,332,6712,1430
181570015023,38,1658,380,7164,2010
181570015023,39,1576,350,7954,1750
181570015023,22,1640,410,6518,1350
181570015023,23,1732,448,6966,1460
181570015023,16,681,206,4677,465
181570015023,17,707,205,4640,393
181570015023,18,751,265,4749,291
181570015023,31,1636,408,7204,1486
181570015023,32,1540,304,7162,2028
181570015023,33,1508,320,7896,1742
181570015023,24,1642,454,8490,1340
181570015023,25,1650,364,6964,1632
181570015023,40,1564,312,8650,2256
181570015023,41,1518,330,6226,2452
181570015023,42,1630,400,6682,1690
181570015023,34,1456,306,7056,2118
181570015023,43,1586,342,6424,2348
181570110001,11,372,77,4405,1118
181570110001,12,363,88,5069,536
181570110001,13,400,123,5383,637
181570110001,35,798,146,6628,2112
181570110001,36,836,160,5836,2316
181570110001,37,806,168,5616,3222
181570110001,26,982,240,7670,1442
181570110001,27,1026,266,6088,900
181570110001,28,956,268,7504,1504
181570110001,19,530,191,4391,298
181570110001,20,539,187,2967,463
181570110001,21,545,151,3371,467
181570110001,14,418,138,6006,448
181570110001,15,359,105,5821,523
181570110001,29,1024,236,8164,1864
181570110001,30,954,202,3744,1798
181570110001,38,750,126,8102,2528
181570110001,39,806,146,7672,2520
181570110001,22,1074,314,6750,1228
181570110001,23,1054,306,7906,1354
181570110001,16,385,105,5327,525
181570110001,17,426,124,4625,660
181570110001,18,494,185,3752,297
181570110001,31,1018,202,4114,2072
181570110001,32,912,220,7314,1312
181570110001,33,936,186,5414,2016
181570110001,24,958,176,5264,2050
181570110001,25,1058,176,5648,1928
181570110001,40,894,142,8556,2666
181570110001,41,902,166,8076,2572
181570110001,42,912,164,8790,2642
181570110001,34,822,150,6776,2296
181570110001,43,874,166,8752,2406
181570014001,11,950,361,4910,317
181570014001,12,988,437,6195,100
181570014001,13,1024,461,6293,93
181570014001,35,1944,510,10124,1758
181570014001,36,2170,614,10336,1450
181570014001,37,1986,558,9000,1672
181570014001,26,1774,520,10084,1044
181570014001,27,1830,566,10514,1102
181570014001,28,1922,592,10280,1234
181570014001,19,996,381,5723,220
181570014001,20,1019,368,5319,194
181570014001,21,985,314,5461,507
181570014001,14,1028,484,6445,55
181570014001,15,868,358,6560,86
181570014001,29,2006,594,10056,1756
181570014001,30,1708,440,8376,1424
181570014001,38,2078,562,9078,1560
181570014001,39,2032,550,9840,1980
181570014001,22,1980,586,10164,1270
181570014001,23,1992,606,9536,1232
181570014001,16,974,408,6314,87
181570014001,17,991,407,5651,130
181570014001,18,983,390,5693,172
181570014001,31,1958,526,9520,2192
181570014001,32,1916,544,10490,1800
181570014001,33,1872,470,10540,2002
181570014001,24,1764,546,10536,1678
181570014001,25,1948,562,10130,1722
181570014001,40,2276,628,9762,1864
181570014001,41,2184,596,9782,1806
181570014001,42,2176,638,9396,1568
181570014001,34,1862,488,10336,1796
181570014001,43,2028,482,9342,2222
181570110002,11,662,180,3232,685
181570110002,12,653,244,4452,375
181570110002,13,674,232,4690,336
181570110002,35,1350,278,8568,3154
181570110002,36,1354,320,10314,2788
181570110002,37,1354,286,9680,3344
181570110002,26,1266,288,9556,2286
181570110002,27,1300,342,9380,1874
181570110002,28,1348,272,10680,2268
181570110002,19,689,182,3649,592
181570110002,20,693,194,3782,565
181570110002,21,687,145,4345,755
181570110002,14,665,233,5457,259
181570110002,15,495,175,6796,245
181570110002,29,1316,236,10096,2410
181570110002,30,1184,256,9020,1638
181570110002,38,1320,294,8426,2776
181570110002,39,1364,288,9332,2778
181570110002,22,1334,294,8240,1608
181570110002,23,1362,294,6644,1876
181570110002,16,610,200,5003,500
181570110002,17,653,192,4543,461
181570110002,18,629,188,5244,409
181570110002,31,1326,272,10432,2704
181570110002,32,1308,236,9868,2732
181570110002,33,1330,264,9300,2844
181570110002,24,1230,256,9266,2416
181570110002,25,1346,292,9090,2448
181570110002,40,1358,294,9378,2302
181570110002,41,1346,276,8910,2594
181570110002,42,1336,228,8288,3628
181570110002,34,1346,284,9808,2776
181570110002,43,1284,244,8278,3348
181570014002,11,391,139,4423,227
181570014002,12,392,164,5179,97
181570014002,13,404,182,6106,63
181570014002,35,672,182,8120,1010
181570014002,36,702,254,7594,520
181570014002,37,796,266,5682,496
181570014002,26,676,160,6552,1288
181570014002,27,734,180,5612,1106
181570014002,28,732,224,9076,676
181570014002,19,465,193,3750,277
181570014002,20,450,151,3751,358
181570014002,21,430,136,3786,523
181570014002,14,388,204,6921,8
181570014002,15,302,157,7961,0
181570014002,29,716,228,8806,708
181570014002,30,668,158,7220,782
181570014002,38,850,304,4430,772
181570014002,39,888,242,3304,1096
181570014002,22,886,290,7198,746
181570014002,23,950,290,6484,1162
181570014002,16,364,152,6587,78
181570014002,17,410,161,4309,98
181570014002,18,455,164,3905,182
181570014002,31,674,164,7668,1244
181570014002,32,664,198,10384,952
